Is Block Set?,creativeTab,New Block?,Update,Status,Label,Block Name,Source,Author,Block Type,Block Set Name,Notes,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Red White Lefthatch Large,timber_red_white_lefthatch_large,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Red White Lefthatch Studded,timber_red_white_lefthatch_studded,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Red White Righthatch,timber_red_white_righthatch,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Red White Righthatch Large,timber_red_white_righthatch_large,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Red White Righthatch Studded,timber_red_white_righthatch_studded,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Red White Vertical,timber_red_white_vertical,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Bressummer,timber_whitewashed_bressummer,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Close Studding,timber_whitewashed_close_studding,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Crosshatch,timber_whitewashed_crosshatch,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Frame,timber_whitewashed_frame,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Lefthatch,timber_whitewashed_lefthatch,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Lefthatch Large,timber_whitewashed_lefthatch_large,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Lefthatch Studded,timber_whitewashed_lefthatch_studded,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Righthatch,timber_whitewashed_righthatch,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Righthatch Large,timber_whitewashed_righthatch_large,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Righthatch Studded,timber_whitewashed_righthatch_studded,,,solid,,,,
FALSE,westeros_timber_frame_tab,FALSE,Wood Update,Ready For Work,Timber Whitewashed Vertical,timber_whitewashed_vertical,,,solid,,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Tin Ore,tin_ore,,,solid,tin_ore,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Tin Ore Slab,tin_ore_slab,,,slab,tin_ore,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Tin Ore Stairs,tin_ore_stairs,,,stair,tin_ore,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Tin Ore Wall,tin_ore_wall,,,wall,tin_ore,,,
FALSE,westeros_banners_tab,FALSE,,,Toland Banner,toland_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_lighting_tab,FALSE,,,Torch,torch,,,torch,,,,
FALSE,westeros_lighting_tab,FALSE,,,Unlit Torch,torch_unlit,,,torch,,,,
FALSE,westeros_sounds_tab,FALSE,,,Training Yard Large,training_yard_large,,,sound,,,,
FALSE,westeros_sounds_tab,FALSE,,,Training Yard Small,training_yard_small,,,sound,,,,
FALSE,westeros_banners_tab,FALSE,,,Trant Banner,trant_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Tully Banner,tully_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Tully Damaged Banner,tully_damaged_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Turnip Basket,turnip_basket,,,solid,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Turnip Basket Slab,turnip_basket_slab,,,slab,,,,
FALSE,westeros_food_blocks_tab,FALSE,Wood Update,Ready For Work,Turnip Crate,turnip_crate,,,solid,,,,
FALSE,westeros_banners_tab,FALSE,,,Tyrell Banner,tyrell_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Uller Banner,uller_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Umber Banner,umber_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth,umber_plaster,,,solid,umber_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth Fence,umber_plaster_fence,,,fence,umber_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth Hopper,umber_plaster_hopper,,,cuboid,umber_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough,umber_plaster_rough,,,solid,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough Fence,umber_plaster_rough_fence,,,fence,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough Hopper,umber_plaster_rough_hopper,,,cuboid,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough Slab,umber_plaster_rough_slab,,,slab,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough Stairs,umber_plaster_rough_stairs,,,stair,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough Tip,umber_plaster_rough_tip,,,cuboid,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Rough Wall,umber_plaster_rough_wall,,,wall,umber_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth Slab,umber_plaster_slab,,,slab,umber_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth Stairs,umber_plaster_stairs,,,stair,umber_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth Tip,umber_plaster_tip,,,cuboid,umber_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Umber Plaster Smooth Wall,umber_plaster_wall,,,wall,umber_plaster,,,
FALSE,westeros_lighting_tab,FALSE,,,Unlit Candle Solid,unlit_candle,,,cuboid,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Unshaded Grass,unshaded_grass,,,plant,,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown,unused_brown_brick,,,solid,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Arrow_slit,unused_brown_brick_arrow_slit,,,solid,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Arrow_slit_ornate,unused_brown_brick_arrow_slit_ornate,,,solid,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Arrow_slit_window,unused_brown_brick_arrow_slit_window,,,solid,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Fence,unused_brown_brick_fence,,,fence,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Hopper,unused_brown_brick_hopper,,,cuboid,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Slab,unused_brown_brick_slab,,,slab,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Stairs,unused_brown_brick_stairs,,,stair,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Tip,unused_brown_brick_tip,,,cuboid,unused_brown_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Light Brown Wall,unused_brown_brick_wall,,,wall,unused_brown_brick,,,
FALSE,westeros_marble_plaster_tab,FALSE,,,Smooth Brown Brick Keystone Brownish White Plaster,unused_brown_plaster,,,solid,,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red,unused_purple_brick,,,solid,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Arrow_slit,unused_purple_brick_arrow_slit,,,solid,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Arrow_slit_ornate,unused_purple_brick_arrow_slit_ornate,,,solid,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Arrow_slit_window,unused_purple_brick_arrow_slit_window,,,solid,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Fence,unused_purple_brick_fence,,,fence,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Hopper,unused_purple_brick_hopper,,,cuboid,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Slab,unused_purple_brick_slab,,,slab,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Stairs,unused_purple_brick_stairs,,,stair,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Tip,unused_purple_brick_tip,,,cuboid,unused_purple_brick,,,
TRUE,westeros_quarter_ashlar_tab,FALSE,,,Quarter Rounded Ashlar Dark Red Wall,unused_purple_brick_wall,,,wall,unused_purple_brick,,,
FALSE,westeros_marble_plaster_tab,FALSE,,,Smooth Purple Brick Keystone Brownish White Plaster,unused_purple_plaster,,,solid,,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone,valyrian_stone,,,solid,valyrian_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone Fence,valyrian_stone_fence,,,fence,valyrian_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone Hopper,valyrian_stone_hopper,,,cuboid,valyrian_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone Slab,valyrian_stone_slab,,,slab,valyrian_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone Stairs,valyrian_stone_stairs,,,stair,valyrian_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone Tip,valyrian_stone_tip,,,cuboid,valyrian_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Valyrian Stone Wall,valyrian_stone_wall,,,wall,valyrian_stone,,,
FALSE,westeros_banners_tab,FALSE,,,Vance Atranta Banner,vance_atranta_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Vance Wayfarers Banner,vance_wayfarers_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Velaryon Banner,velaryon_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_metal_tab,FALSE,,,Vertical Chain,vertical_chain,,,web,,,,
FALSE,westeros_cloth_fibers_tab,FALSE,,,Vertical Net,vertical_net,,,pane,,,,
FALSE,westeros_cloth_fibers_tab,FALSE,,,Vertical Rope,vertical_rope,,,web,,,,
FALSE,westeros_foliage_tab,FALSE,,,Vine Jasmine (Do Not Use),vine_jasmine,,,ladder,,,,
FALSE,westeros_foliage_tab,FALSE,,,Vines,vines,,,vines,,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan,vivid_dark_sandstone,,,solid,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Arrow_slit,vivid_dark_sandstone_arrow_slit,,,solid,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Arrow_slit_ornate,vivid_dark_sandstone_arrow_slit_ornate,,,solid,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Arrow_slit_window,vivid_dark_sandstone_arrow_slit_window,,,solid,vivid_dark_sandstone,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved Dark Tan,vivid_dark_sandstone_engraved,,,solid,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved Dark Tan Wall,vivid_dark_sandstone_engraved_wall,,,wall,,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Fence,vivid_dark_sandstone_fence,,,fence,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Hopper,vivid_dark_sandstone_hopper,,,cuboid,vivid_dark_sandstone,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Dark Tan,vivid_dark_sandstone_polished,Doku,,solid,vivid_dark_sandstone_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Dark Tan Slab,vivid_dark_sandstone_polished_slab,Doku,,slab,vivid_dark_sandstone_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Dark Tan Stairs,vivid_dark_sandstone_polished_stairs,Doku,,stair,vivid_dark_sandstone_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Dark Tan Wall,vivid_dark_sandstone_polished_wall,Doku,,wall,vivid_dark_sandstone_polished,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Slab,vivid_dark_sandstone_slab,,,slab,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Stairs,vivid_dark_sandstone_stairs,,,stair,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Tip,vivid_dark_sandstone_tip,,,cuboid,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Dark Tan Wall,vivid_dark_sandstone_wall,,,wall,vivid_dark_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy,vivid_mossy_sandstone,,,solid,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy Fence,vivid_mossy_sandstone_fence,,,fence,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy Hopper,vivid_mossy_sandstone_hopper,,,cuboid,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy Slab,vivid_mossy_sandstone_slab,,,slab,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy Stairs,vivid_mossy_sandstone_stairs,,,stair,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy Tip,vivid_mossy_sandstone_tip,,,cuboid,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Mossy Wall,vivid_mossy_sandstone_wall,,,wall,vivid_mossy_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan,vivid_sandstone,,,solid,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Arrow_slit,vivid_sandstone_arrow_slit,,,solid,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Arrow_slit_ornate,vivid_sandstone_arrow_slit_ornate,,,solid,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Arrow_slit_window,vivid_sandstone_arrow_slit_window,,,solid,vivid_sandstone,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved Tan,vivid_sandstone_engraved,,,solid,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved Tan Wall,vivid_sandstone_engraved_wall,,,wall,,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Fence,vivid_sandstone_fence,,,fence,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Hopper,vivid_sandstone_hopper,,,cuboid,vivid_sandstone,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Tan,vivid_sandstone_polished,Doku,,solid,vivid_sandstone_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Tan Slab,vivid_sandstone_polished_slab,Doku,,slab,vivid_sandstone_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Tan Stairs,vivid_sandstone_polished_stairs,Doku,,stair,vivid_sandstone_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Tan Wall,vivid_sandstone_polished_wall,Doku,,wall,vivid_sandstone_polished,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Slab,vivid_sandstone_slab,,,slab,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Stairs,vivid_sandstone_stairs,,,stair,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Tip,vivid_sandstone_tip,,,cuboid,vivid_sandstone,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Tan Wall,vivid_sandstone_wall,,,wall,vivid_sandstone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock,volcanic_rock,WesterosBlocks,,solid,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Fence,volcanic_rock_fence,WesterosBlocks,,fence,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Fence_gate,volcanic_rock_fence_gate,WesterosBlocks,,fencegate,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Hopper,volcanic_rock_hopper,WesterosBlocks,,cuboid,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Slab,volcanic_rock_slab,WesterosBlocks,,slab,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Stairs,volcanic_rock_stairs,WesterosBlocks,,stair,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Tip,volcanic_rock_tip,WesterosBlocks,,cuboid,volcanic_rock,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,TerrainSet Volcanic Rock Wall,volcanic_rock_wall,WesterosBlocks,,wall,volcanic_rock,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Volcanic Sand,volcanic_sand,,,solid,volcanic_sand,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Volcanic Sand Layer,volcanic_sand_layer,,,layer,volcanic_sand,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Volcanic Sand Stones,volcanic_sand_stones,,,solid,volcanic_sand_stones,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Volcanic Sand Stones Layer,volcanic_sand_stones_layer,,,layer,volcanic_sand_stones,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone,volcanic_stone,,,solid,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Fence,volcanic_stone_fence,,,fence,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Fence_gate,volcanic_stone_fence_gate,,,fencegate,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Hopper,volcanic_stone_hopper,,,cuboid,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Slab,volcanic_stone_slab,,,slab,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Stairs,volcanic_stone_stairs,,,stair,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Tip,volcanic_stone_tip,,,cuboid,volcanic_stone,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Magma Stone Wall,volcanic_stone_wall,,,wall,volcanic_stone,,,
FALSE,westeros_banners_tab,FALSE,,,Vyrwel Banner,vyrwel_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_misc_tab,FALSE,,,Wagon Wheel & Axle,wagon_wheel__axle,,,cuboid-nsewud,,,,
FALSE,westeros_sounds_tab,FALSE,,,Walkers Hornblast,walkers_hornblast,,,sound,,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth,warm_pink_plaster,,,solid,warm_pink_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth Fence,warm_pink_plaster_fence,,,fence,warm_pink_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth Hopper,warm_pink_plaster_hopper,,,cuboid,warm_pink_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough,warm_pink_plaster_rough,,,solid,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough Fence,warm_pink_plaster_rough_fence,,,fence,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough Hopper,warm_pink_plaster_rough_hopper,,,cuboid,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough Slab,warm_pink_plaster_rough_slab,,,slab,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough Stairs,warm_pink_plaster_rough_stairs,,,stair,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough Tip,warm_pink_plaster_rough_tip,,,cuboid,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Rough Wall,warm_pink_plaster_rough_wall,,,wall,warm_pink_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth Slab,warm_pink_plaster_slab,,,slab,warm_pink_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth Stairs,warm_pink_plaster_stairs,,,stair,warm_pink_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth Tip,warm_pink_plaster_tip,,,cuboid,warm_pink_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Warm Pink Plaster Smooth Wall,warm_pink_plaster_wall,,,wall,warm_pink_plaster,,,
FALSE,westeros_sounds_tab,FALSE,,,Warning Bells Large,warning_bells_large,,,sound,,,,
FALSE,westeros_sounds_tab,FALSE,,,Warning Bells Small,warning_bells_small,,,sound,,,,
FALSE,westeros_decor_tab,FALSE,Wood Update,Ready For Work,Water Barrel,water_barrel,,,solid,,,,
FALSE,westeros_banners_tab,FALSE,,,Waterman Banner,waterman_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_wood_planks_tab,FALSE,,,Wattle Fence,wattle_fence,,,cuboid-nsew,,,,
FALSE,westeros_wood_planks_tab,FALSE,,,Wattle Fence Short,wattle_fence_short,,,cuboid-nsew,,,,
FALSE,westeros_banners_tab,FALSE,,,Waxley Banner,waxley_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Waynwood Banner,waynwood_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 0,weirwood_face_0,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 1,weirwood_face_1,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 2,weirwood_face_2,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 3,weirwood_face_3,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 4,weirwood_face_4,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 5,weirwood_face_5,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 6,weirwood_face_6,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 7,weirwood_face_7,,,log,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Face 8,weirwood_face_8,,,log,,,,
FALSE,westeros_foliage_tab,FALSE,,,Weirwood Leaves,weirwood_leaves,,,leaves,,,,
FALSE,westeros_logs_tab,FALSE,Wood Update,In Progress,Weirwood Scars,weirwood_scars,,,log,,,,
FALSE,westeros_banners_tab,FALSE,,,Westerling Banner,westerling_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_test_tab,FALSE,,,Westeros Horizontal CTM,westeros_horizontal,,,solid,,,,
FALSE,westeros_banners_tab,FALSE,,,Westeroscraft Banner,westeroscraft_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_decor_tab,FALSE,,,Coins,westerosi_coins,,,cuboid-ne,,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Wet Sand,wet_sand,,,solid,wet_sand,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Wet Sand Layer,wet_sand_layer,,,layer,wet_sand,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Wet Sand Stones,wet_sand_stones,,,solid,wet_sand_stones,,,
TRUE,westeros_sand_gravel_tab,FALSE,,,Wet Sand Stones Layer,wet_sand_stones_layer,,,layer,wet_sand_stones,,,
FALSE,westeros_banners_tab,FALSE,,,Whent Banner,whent_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved White,white_brick_engraved,,,solid,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved White Wall,white_brick_engraved_wall,,,wall,,,,
FALSE,westeros_flowers_tab,FALSE,,,White Chamomile,white_chamomile,,,plant,,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone White,white_cobblestone,,,solid,white_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone White Fence,white_cobblestone_fence,,,fence,white_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone White Hopper,white_cobblestone_hopper,,,cuboid,white_cobblestone,,,
